1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,Thinking about moving wrist,,,Thinking test 2,,
TIME,CH1,Tremor?,TIME,CH1,Tremor?,TIME,CH1,Tremor?,TIME,CH1,Tremor?,TIME,CH1,Tremor?,TIME,CH1,Tremor?,TIME,CH1,Tremor?
,,,,,,335,48,100,335,23,100,335,25,100,,,,335,6,0
,,,,,,336,98,100,336,28,100,336,57,100,,,,336,7,0
,,,,,,337,101,100,337,21,100,337,74,0,,,,337,23,0
,,,,,,338,48,100,338,13,100,338,74,0,,,,338,37,0
,,,,,,339,65,100,339,33,100,339,38,100,,,,339,17,0
,,,,,,340,99,100,340,77,100,340,34,100,,,,340,8,0
,,,,,,341,86,100,341,91,100,341,19,100,,,,341,7,0
,,,,,,342,58,100,342,62,100,342,9,100,,,,342,10,0
,,,,,,343,60,100,343,22,100,343,8,100,,,,343,9,0
,,,,,,344,137,0,344,18,100,344,8,100,,,,344,8,0
,,,,,,345,95,0,345,25,100,345,7,100,,,,345,7,0
,,,,,,346,63,100,346,17,100,346,6,100,,,,346,7,0
,,,,,,347,56,100,347,21,100,347,10,100,,,,347,7,0
,,,,,,348,96,0,348,29,100,348,20,100,,,,348,8,0
,,,,,,349,80,0,349,14,100,349,52,100,,,,349,7,0
,,,,,,350,93,0,350,11,100,350,96,0,,,,350,6,0
,,,,,,351,90,0,351,29,100,351,97,0,,,,351,6,0
,,,,,,352,87,0,352,17,100,352,90,0,,,,352,6,0
,,,,,,353,77,0,353,11,100,353,28,0,,,,353,6,0
,,,,,,354,60,0,354,10,100,354,12,100,,,,354,6,0
,,,,,,355,35,0,355,8,100,355,7,100,,,,355,6,0
,,,,,,356,29,0,356,16,100,356,7,100,,,,356,6,0
,,,,,,357,32,0,357,26,100,357,6,100,,,,357,6,0
,,,,,,358,33,0,358,22,100,358,19,100,,,,358,6,0
,,,,,,359,33,0,359,18,100,359,41,0,,,,359,6,0
,,,,,,360,32,0,360,38,100,360,54,0,,,,360,6,0
,,,,,,361,39,0,361,49,100,361,67,0,,,,361,6,0
,,,,,,362,41,0,362,68,100,362,70,0,,,,362,6,0
,,,,,,363,34,0,363,92,100,363,61,0,,,,363,6,0
,,,,,,364,35,0,364,90,100,364,34,0,,,,364,6,0
,,,,,,365,22,0,365,126,0,365,13,0,,,,365,6,0
,,,,,,366,19,0,366,133,0,366,12,0,,,,366,6,0
,,,,,,367,29,0,367,71,100,367,11,0,,,,367,7,0
,,,,,,368,20,0,368,61,100,368,9,0,,,,368,37,0
,,,,,,369,18,0,369,115,100,369,16,0,,,,369,28,0
,,,,,,370,23,0,370,110,100,370,33,0,,,,370,11,0
,,,,,,371,17,0,371,42,100,371,50,0,,,,371,10,0
,,,,,,372,17,0,372,50,100,372,81,0,,,,372,13,0
,,,,,,373,17,100,373,52,100,373,90,0,,,,373,9,0
,,,,,,374,22,100,374,52,100,374,78,0,,,,374,7,0
,,,,,,375,19,100,375,32,100,375,37,0,,,,375,6,0
,,,,,,376,14,100,376,77,100,376,21,0,,,,376,6,0
,,,,,,377,17,100,377,113,100,377,19,0,,,,377,7,0
,,,,,,378,17,100,378,103,100,378,11,0,,,,378,7,0
,,,,,,379,22,100,379,61,100,379,7,0,,,,379,7,0
,,,,,,380,19,100,380,22,100,380,8,0,,,,380,6,0
,,,,,,381,17,100,381,23,100,381,16,0,,,,381,6,0
,,,,,,382,15,100,382,17,100,382,22,0,,,,382,6,0
,,,,,,383,28,100,383,16,100,383,11,0,,,,383,7,0
,,,,,,384,26,100,384,9,100,384,10,0,,,,384,7,0
,,,,,,385,39,0,385,12,100,385,7,0,,,,385,6,0
,,,,,,386,38,0,386,10,100,386,12,0,,,,386,6,0
,,,,,,387,34,0,387,7,100,387,11,0,,,,387,6,0
,,,,,,388,25,100,388,7,100,388,9,0,,,,388,10,0
,,,,,,389,15,100,389,6,100,389,9,0,,,,389,8,0
,,,,,,390,21,100,390,6,100,390,9,0,,,,390,7,0
,,,,,,391,23,100,391,7,100,391,16,0,,,,391,6,0
,,,,,,392,20,100,392,18,100,392,11,0,,,,392,6,0
,,,,,,393,18,100,393,27,100,393,8,0,,,,393,36,0
,,,,,,394,13,100,394,55,100,394,7,0,,,,394,30,0
,,,,,,395,18,100,395,61,100,395,11,0,,,,395,18,0
,,,,,,396,21,0,396,46,100,396,8,0,,,,396,11,0
,,,,,,397,26,0,397,23,100,397,7,0,,,,397,7,0
,,,,,,398,28,0,398,15,100,398,17,0,,,,398,7,0
,,,,,,399,21,0,399,14,100,399,15,0,,,,399,6,0
,,,,,,400,21,0,400,11,100,400,12,0,,,,400,6,0
,,,,,,401,17,0,401,10,100,401,10,0,,,,401,6,0
,,,,,,402,16,0,402,13,100,402,7,0,,,,402,6,0
,,,,,,403,14,0,403,16,100,403,12,0,,,,403,6,0
,,,,,,404,12,0,404,14,100,404,8,0,,,,404,6,0
,,,,,,405,15,0,405,22,100,405,9,0,,,,405,7,0
,,,,,,406,16,0,406,16,100,406,19,0,,,,406,7,0
,,,,,,407,15,0,407,18,100,407,17,0,,,,407,6,0
,,,,,,408,12,0,408,13,100,408,10,0,,,,408,7,0
,,,,,,409,12,0,409,8,100,409,7,0,,,,409,8,0
,,,,,,410,17,0,410,7,100,410,7,0,,,,410,7,0
,,,,,,411,21,0,411,7,100,411,10,0,,,,411,6,0
,,,,,,412,22,0,412,9,100,412,9,0,,,,412,6,0
,,,,,,413,18,0,413,32,100,413,7,0,,,,413,6,0
,,,,,,414,14,0,414,61,100,414,6,0,,,,414,6,0
,,,,,,415,20,0,415,209,0,415,10,0,,,,415,5,0
,,,,,,416,23,0,416,508,100,416,14,0,,,,416,6,0
,,,,,,417,19,0,417,547,100,417,10,0,,,,417,8,0
,,,,,,418,16,0,418,333,100,418,7,0,,,,418,14,0
,,,,,,419,30,0,419,89,0,419,7,0,,,,419,16,0
,,,,,,420,45,0,420,52,0,420,6,0,,,,420,12,0
,,,,,,421,58,0,421,55,0,421,6,0,,,,421,7,0
,,,,,,422,126,0,422,25,100,422,7,0,,,,422,7,0
,,,,,,423,70,0,423,11,100,423,11,0,,,,423,11,0
,,,,,,424,95,0,424,9,100,424,15,0,,,,424,10,0
,,,,,,425,47,0,425,16,100,425,27,0,,,,425,8,0
,,,,,,426,19,0,426,18,100,426,21,0,,,,426,9,0
,,,,,,427,12,0,427,15,100,427,10,0,,,,427,11,0
,,,,,,428,16,0,428,17,100,428,7,0,,,,428,13,0
,,,,,,429,21,0,429,27,0,429,7,0,,,,429,9,0
,,,,,,430,12,0,430,20,100,430,7,0,,,,430,7,0
,,,,,,431,8,0,431,14,100,431,7,0,,,,431,9,0
,,,,,,432,7,0,432,11,100,432,8,0,,,,,,
,,,,,,433,7,0,433,8,100,433,7,0,,,,,,
,,,,,,434,7,0,434,7,100,434,28,0,,,,,,
,,,,,,435,8,0,435,7,100,435,27,0,,,,,,
,,,,,,436,7,0,436,15,100,436,16,0,,,,,,
,,,,,,437,7,0,437,24,0,437,9,0,,,,,,
,,,,,,438,7,0,438,38,0,438,8,0,,,,,,
,,,,,,439,10,0,439,39,0,439,11,0,,,,,,
,,,,,,440,13,0,440,50,0,440,12,0,,,,,,
,,,,,,441,9,0,441,55,0,441,20,0,,,,,,
,,,,,,442,7,0,442,47,0,442,10,0,,,,,,
,,,,,,443,6,0,443,50,0,443,29,0,,,,,,
,,,,,,444,6,0,444,42,0,444,20,0,,,,,,
,,,,,,445,6,0,445,36,0,445,12,0,,,,,,
,,,,,,446,7,0,446,41,0,446,7,0,,,,,,
,,,,,,447,6,0,447,44,0,447,8,0,,,,,,
,,,,,,448,6,0,448,41,0,448,15,0,,,,,,
,,,,,,449,12,0,449,45,0,449,23,0,,,,,,
,,,,,,450,16,0,450,39,0,450,19,0,,,,,,
,,,,,,451,10,0,451,31,0,451,11,0,,,,,,
,,,,,,452,8,0,452,40,0,452,30,0,,,,,,
,,,,,,453,7,0,453,29,0,453,21,0,,,,,,
,,,,,,454,7,0,454,20,0,454,17,0,,,,,,
,,,,,,455,7,0,455,16,0,455,13,0,,,,,,
,,,,,,456,6,0,456,19,0,456,11,0,,,,,,
,,,,,,457,7,0,457,24,0,457,10,0,,,,,,
,,,,,,458,7,0,458,27,0,458,8,0,,,,,,
,,,,,,459,7,0,459,24,0,459,8,0,,,,,,
,,,,,,460,7,0,460,27,0,460,29,0,,,,,,
,,,,,,461,7,0,461,21,0,461,15,0,,,,,,
,,,,,,462,6,0,462,14,0,462,9,0,,,,,,
,,,,,,463,6,0,463,10,0,463,8,0,,,,,,
,,,,,,464,6,0,464,10,0,464,8,0,,,,,,
,,,,,,465,7,0,465,8,0,465,13,0,,,,,,
,,,,,,466,6,0,466,7,0,466,8,0,,,,,,
,,,,,,467,6,0,467,7,0,467,14,0,,,,,,
,,,,,,468,7,0,468,7,0,468,18,0,,,,,,
,,,,,,469,8,0,469,8,0,469,17,0,,,,,,
,,,,,,470,7,0,470,9,0,470,15,0,,,,,,
,,,,,,471,7,0,471,16,0,471,16,0,,,,,,
,,,,,,472,7,0,472,14,0,472,9,0,,,,,,
,,,,,,473,7,0,473,13,0,473,8,0,,,,,,
,,,,,,474,8,0,474,14,0,474,7,0,,,,,,
,,,,,,475,8,0,475,14,0,475,9,0,,,,,,
,,,,,,476,9,0,476,10,0,476,11,0,,,,,,
,,,,,,477,10,0,477,8,0,477,12,0,,,,,,
,,,,,,478,7,0,478,11,0,478,28,0,,,,,,
,,,,,,479,7,0,479,8,0,479,14,0,,,,,,
,,,,,,480,7,0,480,8,0,480,9,0,,,,,,
,,,,,,481,8,0,481,8,0,481,7,0,,,,,,
,,,,,,482,9,0,482,9,0,482,7,0,,,,,,
,,,,,,483,8,0,483,13,0,483,8,0,,,,,,
,,,,,,484,8,0,484,9,0,484,7,0,,,,,,
,,,,,,485,7,0,485,12,0,485,7,0,,,,,,
,,,,,,486,7,0,486,12,0,486,9,0,,,,,,
,,,,,,487,8,0,487,9,0,487,17,0,,,,,,
,,,,,,488,8,0,488,11,0,488,12,0,,,,,,
,,,,,,489,9,0,489,9,0,489,17,0,,,,,,
,,,,,,490,12,0,490,7,0,490,30,0,,,,,,
,,,,,,491,13,0,491,7,0,491,22,0,,,,,,
,,,,,,492,11,0,492,8,0,492,12,0,,,,,,
,,,,,,493,9,0,493,7,0,493,14,0,,,,,,
,,,,,,494,8,0,494,7,0,494,27,0,,,,,,
,,,,,,495,7,0,495,7,0,495,17,0,,,,,,
,,,,,,496,8,0,496,9,0,496,12,0,,,,,,
,,,,,,497,7,0,497,7,0,497,14,0,,,,,,
,,,,,,498,7,0,498,7,0,498,19,0,,,,,,
,,,,,,499,7,0,499,11,0,499,19,0,,,,,,
,,,,,,500,7,0,500,10,0,500,11,0,,,,,,
